ID,Name,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
543582,Alden Smothers  ,160000,1,1,2,30,-1,-1,-1,-1,-1,-1,99,2977,15086,8578,13028,21712,2977,15086,9123,13028,29712,50000,0
543583,Cecily Holts  ,90000,2,1,2,34,0,0,0,2,2,2,34302,35089,43449,42451,49718,48767,1640,9000,0,8000,0,2000,0
543584,Crysta Lanman  ,30000,1,3,3,54,0,0,0,0,0,0,22987,22298,22352,23221,24339,25943,2500,2000,1500,4000,2000,0,0
543585,Bernarda Fogarty  ,180000,1,1,1,46,0,0,0,0,0,0,173267,174590,175233,106288,28089,178719,8100,5299,3305,5040,160719,7000,0
543586,Lovella Schwartzberg  ,30000,1,3,1,58,0,0,0,0,0,0,19143,20168,21229,21495,21800,22437,1640,1700,915,800,1000,1961,0
543587,Thu Rodi  ,30000,1,2,1,43,1,2,0,0,0,2,20518,19901,20905,21509,25183,24242,0,1342,946,4200,0,1000,0
543588,Clotilde Debusk  ,140000,2,1,2,28,-1,0,0,-1,-1,-1,10833,14446,7609,4991,3400,3745,14000,3855,4991,3600,5500,4000,0
543589,Mariel Dibernardo  ,210000,1,1,2,30,0,0,0,0,0,0,69937,71906,43308,44584,47842,49888,3500,3000,2000,4000,3000,10000,0
543590,Audra Thweatt  ,50000,1,2,2,31,0,0,0,0,0,0,20526,15129,15093,9577,11139,12487,2000,3000,327,3000,3000,5000,1
543591,Elise Grondin  ,130000,2,2,2,29,0,0,0,0,0,0,89055,90780,70947,72367,73875,75355,4200,2575,2600,2674,2701,5750,0
543592,Kieth Tocco  ,50000,2,2,1,37,2,2,2,0,0,0,1894,3200,3381,3559,1948,2415,1500,400,200,500,500,400,1
543593,Ginger Gentle  ,140000,1,3,1,36,0,0,0,0,0,0,100594,78372,91502,90859,88616,88450,3000,30000,4000,4000,3400,3300,0
543594,Tula Slover  ,170000,2,2,2,28,-1,0,0,2,0,0,2948,3848,5646,5464,5577,5889,1105,1903,0,296,500,95,1
543595,Leigh Worm  ,80000,1,2,2,25,0,0,0,0,0,-2,22619,31429,27923,25280,0,0,10010,1209,579,0,0,6305,0
543596,Briana Muscarella  ,410000,2,5,1,42,0,0,0,0,0,0,338106,342904,344464,240865,234939,240176,15000,14000,9000,8500,9000,8300,0
543597,Elvira Nellis  ,80000,2,1,2,29,1,-1,-1,-2,-2,-2,0,80000,0,0,0,0,80000,0,0,0,0,0,0
543598,Ligia Chiou  ,80000,1,3,1,73,-1,0,0,2,2,2,63144,65631,68875,70646,72870,75018,3500,4330,3500,3500,3500,5100,1
543599,Helen Gawronski  ,150000,1,2,1,43,0,0,0,0,0,0,153249,154049,156523,159653,162866,157759,7900,6500,5700,5700,5700,5334,0
543600,Josphine Maxson  ,260000,1,1,1,30,-1,-1,-1,0,0,-1,1131,291,582,291,0,291,291,582,0,0,130291,651,1
543601,Leota Harrigan  ,350000,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
543602,Yuk Langstaff  ,280000,2,2,1,39,1,-1,0,0,0,0,-1312,35918,37297,37154,32581,33316,38621,2000,1130,922,1011,5000,1
543603,Dorie Paige  ,310000,1,2,1,44,0,0,0,0,0,0,103797,91989,87720,76218,72090,71620,4400,4013,3011,3000,3001,2653,0
543604,Celinda Coons  ,140000,2,2,2,29,0,0,0,0,0,0,20110,17102,18862,19996,21214,21085,3000,3000,3000,3500,2000,2000,0
543605,Clyde Jarrell  ,360000,1,1,1,51,-1,-1,-1,-2,-2,-2,38000,25000,0,0,0,0,25000,0,0,0,0,0,0
543606,Andree Guerra  ,140000,2,1,2,27,0,0,0,0,0,0,142428,144105,143952,142590,142650,142620,10000,10000,6000,6000,6000,5600,0
543607,Glenda Treiber  ,100000,1,1,2,38,0,0,0,0,0,0,40810,42653,42351,43011,43011,28947,2502,1200,860,0,579,0,0
543608,Rolande Mauney  ,50000,2,2,2,22,-2,-2,-2,-2,-2,-2,0,0,0,848,0,632,0,0,848,0,632,0,0
543609,Lamont Nall  ,210000,2,2,1,30,0,0,0,0,0,0,104701,106134,108423,91143,82733,74125,4002,5000,3500,3000,2700,5000,0
543610,Chanda Rake  ,120000,2,2,2,25,2,2,2,2,2,2,120298,120822,109887,116313,119311,117167,4007,0,8272,5000,0,4400,0
543611,Faith Westray  ,240000,1,1,2,29,0,0,0,0,0,-1,156362,132280,99174,65372,28797,184922,5233,3289,2072,3018,184922,6100,0
543612,Rosaline Kawasaki  ,60000,2,3,3,42,0,0,0,0,0,0,41322,29091,28097,28665,28768,29064,1488,1394,962,1500,2541,2000,0
543613,Ricky Stratton  ,150000,1,1,2,41,-1,-1,-1,-1,-1,2,1464,2084,384,0,2344,822,2091,384,0,2344,0,472,1
543614,Tommy Mosby  ,30000,1,2,1,48,0,0,0,0,0,0,27879,28870,27806,25142,25667,26179,1774,1710,1046,1079,1089,2244,0
543615,Zoila Mires  ,160000,2,1,2,29,2,2,2,2,2,2,160432,163916,159676,166893,170098,153800,7500,0,11558,5800,0,5654,1
543616,Lia Farias  ,200000,1,1,1,52,-2,-2,-2,-2,-2,-2,3858,2690,3410,0,0,82150,2690,3487,0,0,85900,396,0
543617,Rowena Tirado  ,120000,2,2,1,25,0,0,0,-2,-2,-2,26476,21393,0,0,0,0,6000,0,0,0,0,0,0
543618,Kacy Maness  ,500000,1,1,1,37,1,2,0,0,0,0,507062,491956,430637,376657,356636,303510,325,15296,12137,12312,14113,10526,0
543619,Ollie Lou  ,320000,2,1,2,27,0,0,0,0,0,0,55607,62893,59001,61565,59508,66541,11404,8232,10450,9697,16477,11341,0
543620,Caren Darcy  ,280000,1,1,2,31,0,0,0,0,0,0,168382,175646,180650,182672,168399,167983,10000,8000,6371,6217,5947,6288,0
543621,Lovie Stewart  ,60000,2,1,2,23,1,2,2,2,2,2,29332,28577,30805,31601,32349,32965,0,2709,1600,1400,1300,1200,1
543622,Kattie Parenti  ,200000,2,1,1,38,-1,-1,-2,-1,-1,-2,190,0,0,367,-150,-150,0,0,367,150,0,0,0
543623,Gayle Malbrough  ,230000,2,1,1,32,1,-2,-1,-1,-1,-1,0,0,2809,4595,792,3404,0,2809,4606,792,3404,0,0
543624,Natalya Rackham  ,230000,2,2,2,27,1,2,0,0,0,0,13668,12647,13135,10596,9218,5068,0,1064,423,313,1000,4641,1
543625,Delbert Borgia  ,480000,2,3,1,41,-2,-2,-2,-2,-2,-2,14867,26665,199960,9033,19371,22593,26734,199982,9033,19371,22593,2000,0
543626,Oscar Tinker  ,50000,2,3,1,35,-1,-1,-1,-2,-2,-2,22500,5000,0,0,0,0,5000,0,0,0,0,640,0
543627,Nancy Sells  ,200000,2,1,2,31,-2,-2,-2,-2,-2,-2,7184,14845,1097,0,0,160,17507,1102,0,0,160,1103,0
543628,Janyce Topps  ,50000,2,1,2,30,0,0,0,0,0,2,14811,16262,17286,17895,19450,18990,2000,1600,1200,2000,0,1000,0
543629,Tijuana Cratty  ,50000,1,2,1,48,0,0,0,0,0,0,44338,43048,35639,18753,19091,19548,3629,3332,2000,2000,2000,2500,0
543630,Jeanie Mcelhannon  ,260000,2,1,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
543631,Lorraine Conine  ,30000,1,1,2,24,2,0,0,0,0,2,25265,26354,27710,27959,30002,29371,1500,1800,1007,2500,0,1800,0
543632,Lesli Grace  ,440000,2,1,2,29,0,0,0,0,0,0,169661,167199,158520,156977,157963,151936,8071,9021,7013,6013,6028,6010,0
543633,Olene Pieroni  ,230000,2,2,2,38,-1,-1,-1,-1,-1,-1,10237,2795,1350,371,2980,0,2795,1350,371,2980,0,2213,0
543634,Ahmad Ditty  ,200000,1,2,1,38,2,2,2,0,0,0,104978,105924,102663,97090,98045,105253,4500,0,3500,3500,9000,0,1
543635,Deanne Snowden  ,490000,2,2,1,30,0,0,0,0,0,0,192586,197967,201666,205798,196698,190306,10000,7143,7306,6303,6429,6000,0
543636,Cedrick Schild  ,80000,2,2,1,32,-1,-1,-2,-2,-2,-2,11262,0,0,0,0,0,0,0,0,0,0,0,0
543637,Lyn Venuti  ,20000,2,3,2,49,2,2,2,2,0,0,9551,12081,13087,12583,15327,16414,3000,1500,0,3123,1500,1000,1
543638,Leonardo Stenberg  ,170000,2,1,2,31,-1,-1,-1,-1,0,-1,199,199,199,398,199,199,199,199,398,0,199,398,1
543639,Vaughn Kerfien  ,70000,1,1,2,27,0,0,0,0,0,0,70119,68536,66601,29401,28949,29795,3600,1646,600,28468,1327,1000,0
543640,Exie Gramling  ,210000,2,2,2,33,0,0,0,0,0,0,212601,177946,119362,117766,68791,66167,6000,4500,5000,3000,3000,3000,0
543641,Amie Vince  ,90000,2,2,2,25,0,0,0,0,0,0,91894,71732,73241,74424,76070,77648,3200,3300,3000,3001,3000,3100,0
543642,Alta Morell  ,390000,2,1,2,27,0,0,0,0,0,0,304867,299998,300426,292869,292885,281826,13007,10612,10041,11000,10512,7000,1
543643,Bernetta Hasegawa  ,110000,2,1,2,29,0,0,0,0,0,0,48123,49537,50422,50990,52014,53206,2500,2500,2000,2000,2057,2500,0
543644,Brandie Jeffrey  ,580000,2,1,1,36,0,0,0,0,0,0,159760,162189,166127,169365,168755,167964,6422,6565,5951,6006,5894,5946,0
543645,Jill Breedlove  ,360000,1,3,1,55,0,0,-1,-1,-1,-2,9210,8485,17231,1770,0,0,6015,17454,1775,0,0,0,0
543646,Bee Merrell  ,270000,2,2,1,32,1,2,2,2,2,2,234752,233036,229286,217644,223690,221413,10000,8000,0,16000,8000,0,1
543647,Loreta Levy  ,60000,2,1,2,27,-1,-1,-2,-1,2,-1,14072,0,0,300,150,150,0,0,300,0,150,200,0
543648,Sima Stalcup  ,110000,1,3,1,37,0,0,0,0,0,0,61807,62499,62162,60605,60272,60145,2300,2200,2300,2200,2300,2300,0
543649,Alan Saville  ,50000,2,1,1,25,0,0,0,0,0,0,51044,50231,46677,44982,21399,20859,2500,3008,1000,761,800,704,0
543650,Joi Peeler  ,80000,2,1,2,23,0,0,0,0,0,0,77024,73281,57806,37642,46235,47110,3212,1600,956,40000,1800,1700,1
543651,Tatiana Stephen  ,50000,1,2,2,23,-1,-1,-1,-1,0,0,350,350,400,1695,12645,12584,350,400,1695,11300,485,2400,0
543652,Estela Jordison  ,100000,1,1,2,32,0,0,0,0,2,2,83831,85586,87289,91451,93381,89522,4000,4037,6500,3500,0,3200,0
543653,Lean Start  ,30000,2,1,2,26,1,-2,-1,-1,-1,-1,0,0,945,0,197,2995,0,945,0,197,2995,0,0
543654,Millard Staley  ,200000,2,1,2,27,0,0,0,0,0,0,122923,124653,126355,114881,117213,124793,5704,5930,4000,4003,10033,4400,0
543655,Faustina Effinger  ,240000,1,1,2,44,0,0,0,0,0,0,246135,231443,234557,200643,194410,198857,12026,9010,7400,8000,8000,7000,1
543656,Jonna Sacco  ,220000,1,2,2,34,0,0,0,0,0,0,37304,33304,29254,24875,20329,15602,1600,1500,1100,1000,600,500,0
543657,Morgan Wiltshire  ,160000,2,1,2,28,0,0,0,0,0,0,146433,107604,89902,90983,82255,83988,4500,4400,3000,2400,2500,2500,0
543658,Kayce Baskett  ,180000,2,1,1,53,-1,-1,-1,0,0,-1,46122,1260,29366,5400,0,1599,1260,29366,54,0,1599,0,0
543659,Bryan Kulas  ,200000,1,4,1,42,0,0,0,0,0,0,38564,38246,32253,30384,30900,0,5000,1485,1956,1500,0,2102,0
543660,Cortney Reddell  ,140000,2,3,1,30,0,0,0,2,0,0,96304,98007,82227,65000,60848,58880,4505,12906,0,2210,2300,5200,0
543661,Belle Isakson  ,380000,1,1,1,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
543662,Elenore Haldeman  ,600000,1,1,1,53,2,2,0,0,0,0,467150,458862,469703,447130,440982,434715,0,18000,16000,16000,21000,20000,1
543663,Lori Stockbridge  ,260000,1,2,2,37,0,0,0,-1,0,0,255691,262736,36638,122388,127402,131074,14000,5022,130000,7000,6000,6000,0
543664,Elvina Kelliher  ,200000,2,1,2,26,0,0,-2,-2,-2,-2,156786,179,1443,1443,1443,871,179,1443,1443,1443,871,2015,0
543665,Pearline Ellers  ,80000,1,2,2,42,0,0,0,0,0,0,78129,28202,78553,49340,48919,48443,2500,51432,1800,1800,1800,1700,0
543666,Phyllis Besecker  ,40000,1,2,2,39,0,0,0,0,0,-1,40034,36549,17431,15031,10600,5315,2027,1207,301,212,5315,4987,0
543667,Elbert Pass  ,130000,1,3,2,39,1,2,2,2,2,2,71034,69329,74175,72383,77217,75820,0,6000,0,6000,0,6000,0
543668,Lisabeth Earls  ,50000,1,1,2,32,-1,0,0,0,0,-2,23974,24131,25326,25775,0,0,1800,1900,1300,0,0,0,0
543669,Stella Booe  ,230000,2,2,1,41,-1,-1,-1,-1,-1,-1,819,18163,5473,8162,6985,9130,18163,5654,12887,6985,9130,6554,0
543670,Lue Mattes  ,70000,1,2,1,48,0,0,0,0,0,-1,50927,39883,32017,17630,9730,6400,2100,1217,500,0,6400,4590,1
543671,Bruce Sabir  ,180000,2,2,1,38,0,0,0,0,0,0,152510,151651,159019,123022,126075,126219,5657,10372,5000,5000,5000,5000,0
543672,Aimee Hyneman  ,80000,2,2,1,36,-1,-1,-1,-1,-1,-1,1689,8638,5702,2980,1260,7868,8638,5723,2980,1260,7868,2198,0
543673,Jude Nilges  ,290000,2,2,2,26,0,0,0,-1,-1,0,20807,99860,100000,3015,23473,1448,80000,3000,3015,23473,1148,4900,0
543674,Branden Beverley  ,230000,2,1,2,28,0,0,0,0,0,0,30141,131255,110503,99283,97599,96116,120093,8034,3013,4010,5882,3000,0
543675,Ardith Lightfoot  ,170000,2,3,3,56,1,-2,-1,-1,-2,-1,0,0,1991,0,0,150,0,1991,0,0,150,614,0
543676,Caprice Willett  ,230000,1,1,1,59,-1,0,0,0,0,0,208459,206331,203813,201331,198999,191671,7536,7277,7100,7120,6844,6945,1
543677,Karleen Heyne  ,220000,1,1,2,38,0,0,0,0,0,0,212795,211043,212759,218541,167743,165300,8909,7500,9000,6729,6000,7009,1
543678,Avery Sigmon  ,230000,1,2,2,32,0,0,0,0,0,0,28114,28006,25000,22046,19860,19831,1610,1224,655,627,620,500,0
543679,Soon Perrone  ,500000,1,2,1,38,0,0,0,-1,0,0,59372,49677,49515,42568,48268,51481,10026,7241,50091,25000,5078,2132,0
543680,Thersa Brothers  ,90000,2,1,1,41,-1,-1,-1,-1,-1,-1,6160,3274,6190,307,2870,670,3276,6246,307,2870,670,1362,0
543681,Krissy Hamdan  ,390000,2,3,2,35,0,0,0,0,0,0,355215,363325,373181,252195,257496,263018,13802,16525,8893,9229,10000,9435,1
543682,Coleman Hinkle  ,400000,2,2,2,41,0,0,0,0,0,0,366193,372700,375948,195991,152127,155182,14020,13595,6243,6007,6061,6012,0
543683,Valencia Rocha  ,180000,1,2,1,34,-1,-1,-1,-1,-1,-1,2927,2790,1140,2144,1180,1382,2790,1140,2144,1180,1382,2440,0
543684,Lady Baines  ,60000,1,3,1,38,1,2,2,0,0,2,29295,30321,31018,32193,34213,35002,1800,1500,2000,2700,1500,0,0
543685,Isidra Loken  ,120000,2,2,1,32,-1,-1,-1,-1,-1,-1,4158,2682,0,6440,0,5930,2682,0,6440,0,5930,5120,0
543686,Novella Kelling  ,60000,2,2,2,29,0,0,0,0,0,0,27199,28358,28937,29614,30391,23159,1900,1400,1000,1100,1000,420,0
543687,Wendie Barclay  ,50000,1,1,2,44,0,0,0,0,0,0,50893,28527,29241,28513,29106,29638,1800,1500,1200,1203,1166,1000,0
543688,Shirl Leaks  ,70000,2,2,1,37,0,0,0,2,0,0,66759,68200,72972,71248,50610,50809,2518,5950,0,1782,1985,2700,0
543689,Cherelle Hanus  ,500000,2,1,1,38,-1,2,-1,-1,-1,0,600,300,501,300,600,450,0,501,300,600,300,600,0
543690,Louise Geiger  ,200000,1,1,2,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
543691,Cecila Stansel  ,250000,2,2,1,40,0,0,0,0,-1,2,44930,137101,90801,0,1069,919,120041,4435,0,1069,0,67619,0
543692,Leesa Bucklew  ,140000,1,2,2,26,0,0,2,2,2,2,131367,146193,140202,144035,140419,130271,17000,0,11400,550,5300,5400,1
543693,Frances Vereen  ,70000,2,2,2,28,0,0,0,0,-1,2,41264,41799,37887,37876,6736,4162,2112,1200,758,6736,0,0,0
543694,Margit Eisen  ,90000,1,3,1,48,1,2,2,2,2,2,77604,73317,71334,67009,63228,59378,1700,4000,1600,1600,1500,4086,0
543695,James Gravelle  ,100000,2,2,1,43,-1,-1,-1,-1,-1,-1,2491,1709,574,556,2306,2562,1709,574,556,2306,2562,2111,0
543696,Shavonne Westling  ,190000,1,2,1,31,0,0,0,0,0,0,177554,180633,172914,130139,115494,117465,7600,6303,4137,3502,4027,3517,0
543697,Chu Burpo  ,230000,2,1,1,42,-1,-1,-1,-1,-1,-1,6865,15111,13165,0,10500,6992,15111,13165,0,10500,6992,0,0
543698,Kathlyn Dahlstrom  ,320000,1,2,1,39,0,0,0,0,0,0,93768,91523,91579,91193,92837,95323,3317,3506,4218,5000,6080,938,0
543699,Mohammad Atkinson  ,220000,2,2,1,36,-1,-1,-1,0,-1,-1,396,1648,792,396,396,396,1648,792,0,396,396,792,1
543700,Jolene Lappin  ,260000,2,1,1,34,-1,-1,-1,-1,-1,-1,16426,6088,4663,3885,4414,2514,6277,4663,4140,4414,2646,7725,0
543701,Yael Lux  ,90000,2,2,2,32,-2,-2,-2,-2,-2,-2,573,0,0,0,0,0,157,0,0,0,0,0,0
543702,Sunni Deemer  ,30000,2,2,1,43,2,2,2,2,2,0,28703,26622,24022,24368,20859,19633,1300,2,1608,0,900,800,0
543703,Denyse Pollman  ,260000,1,2,2,30,0,0,0,2,0,0,98560,100980,222102,108724,68500,69174,4000,11900,207,2003,2003,2003,0
543704,Alison Spadaro  ,170000,2,2,2,28,0,0,-1,-1,-2,-2,28304,17616,308,0,0,0,4000,308,0,0,0,0,0
543705,Charlyn Plyler  ,80000,2,1,1,28,0,0,0,0,0,0,8574,9434,10038,10040,10400,10490,1203,1047,248,408,294,276,1
543706,Velda Severance  ,50000,1,1,1,41,-1,-1,-1,-1,-1,-1,508,672,226,390,220,320,1000,390,1000,220,640,1000,0
543707,Katy Braddy  ,200000,2,3,2,47,0,0,0,0,0,0,203183,202961,194449,196814,200526,198717,7521,7000,7000,7128,8000,7100,0
543708,Maxine Stradley  ,20000,1,2,2,23,0,0,2,0,0,0,16440,20417,18333,18848,30190,19664,7403,0,820,1025,1113,104,0
543709,Danielle Bissonnette  ,250000,2,1,1,49,-1,-1,-2,-1,-1,-1,66,0,0,120,-6,1639,0,0,120,6,1645,0,0
543710,Lillian Tallarico  ,20000,1,1,1,38,0,0,0,2,2,0,15912,17272,20565,20705,20255,19933,1623,3916,750,0,800,850,0
543711,Jessi Conlin  ,30000,2,2,1,38,0,0,0,0,2,2,20344,21705,22537,24161,25128,24576,2000,1500,2000,1500,0,1200,0
543712,Nicolette Marcucci  ,90000,2,2,1,35,1,2,2,2,2,2,23132,22474,28067,27320,31199,30548,0,6000,0,4500,0,2000,0
543713,Keri Authement  ,230000,2,6,2,46,0,0,0,0,0,0,221590,227397,230302,186635,189896,193351,10000,9000,8000,8000,7500,7000,0
543714,Saundra Ceasar  ,130000,2,1,1,33,0,0,0,0,0,0,19161,20544,22704,22304,22304,0,2000,3000,0,0,0,0,1
543715,Norine Draheim  ,30000,1,6,1,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
543716,Lakisha Kirshner  ,160000,1,1,2,35,-1,-1,-1,-1,-1,-1,396,396,396,0,792,1220,396,396,0,793,1220,0,0
543717,Myriam Reger  ,500000,2,2,2,43,-1,-1,-1,0,0,-1,3959,0,285138,249445,222831,200,0,285138,4989,100,200,528666,0
543718,Carlo Banas  ,180000,2,2,2,28,0,0,0,0,0,2,42238,38741,36696,35813,37893,34661,2500,2000,1128,2500,0,2000,0
543719,Jamie Scola  ,80000,2,2,1,30,0,0,0,0,0,2,21507,13207,13997,10914,10685,5515,1700,1400,200,1000,0,500,0
543720,Sheri Rohe  ,120000,1,1,2,26,-1,-1,-2,-1,-1,-2,884,0,0,10446,0,0,0,0,10446,0,0,0,0
543721,Tynisha Maxie  ,130000,1,2,1,31,-1,-1,-1,-1,-1,2,1261,1261,1261,1411,930,390,1261,1261,1411,930,0,780,0
543722,Cassandra Twining  ,120000,2,2,2,35,-1,-1,-1,-1,-1,-1,240,240,240,240,240,240,240,240,240,240,240,240,1
543723,Divina Mable  ,360000,1,1,2,28,-1,-1,-1,-1,-1,-1,20223,52962,3978,1743,2828,50537,53228,3997,1750,2853,51041,3219,0
543724,Flossie Darrow  ,50000,1,2,2,23,2,2,2,2,2,2,29509,30741,31438,31924,32566,33081,2000,1500,1300,1300,1200,1500,1
543725,Winona Kuster  ,20000,2,2,2,23,0,0,2,0,0,0,18355,20259,19534,16467,15746,13246,2900,10,577,430,1017,4,0
543726,Tomasa Robin  ,100000,1,3,1,56,0,0,-1,0,0,0,94265,53376,85787,78762,79529,80335,2385,88678,2169,2634,3132,732,0
543727,Eileen Tammaro  ,70000,1,3,1,32,0,0,0,0,0,0,68739,67629,69188,68392,69884,71284,3060,3300,2610,2750,2750,5500,0
543728,Vernice Antone  ,50000,1,2,1,47,0,0,0,0,0,0,13917,16695,21320,18614,19003,19439,3000,5000,2000,618,679,500,0
543729,Orville Sansom  ,10000,2,2,2,22,1,2,0,0,0,0,10250,8558,10525,10050,9903,9984,0,2126,390,328,476,1287,0
543730,Frida Paulette  ,290000,2,1,1,34,0,0,0,0,0,0,93844,97708,103066,104864,110151,115297,6000,7000,5000,7000,7000,7000,0
543731,Bettyann Stanforth  ,30000,2,1,1,31,0,0,0,0,0,0,16496,17522,18531,18744,19291,19818,1597,1606,819,1000,1000,1623,0
543732,Claudine Gunther  ,410000,2,2,2,27,1,-1,0,0,0,0,-58,32991,36465,44310,62408,61420,33049,16000,8700,18775,15000,5350,0
543733,Starla Durgan  ,360000,1,1,2,28,-1,-1,-1,0,0,-1,1210,820,64644,125984,106584,125557,390,75720,62520,17000,132200,167000,1
543734,Anette Cienfuegos  ,140000,2,2,1,42,0,0,0,0,0,0,111496,112133,69529,70804,70781,66735,6022,3021,5012,5112,3000,5000,1
543735,Eden Aguero  ,210000,2,1,2,32,0,0,0,0,0,0,67374,69489,70937,71761,73505,74827,3200,3200,2600,2900,2700,3000,0
543736,Giovanna Blust  ,220000,2,2,2,27,-1,-1,-1,-1,-1,-1,1692,13250,433,1831,0,2891,13250,433,1831,0,2891,153504,0
543737,Emiko Denver  ,20000,1,2,2,27,1,2,0,0,0,2,18649,18066,19040,19446,20759,20241,0,1594,1000,1606,0,300,0
543738,Maryln Nielsen  ,620000,2,2,1,45,2,2,0,0,0,0,160837,156839,160440,163781,167159,170894,0,6200,6000,6000,6500,6000,1
543739,Cleveland Ballow  ,360000,1,1,2,26,1,-2,-2,-2,-1,-1,-8,-8,-8,-8,1677,2600,0,0,0,1685,2613,0,0
543740,Palmira Rash  ,20000,2,2,2,21,-1,-1,2,2,-1,-1,18763,14410,13771,362,5308,0,14410,0,28,22073,0,0,0
543741,Shiela Dominquez  ,50000,1,2,2,23,0,0,0,0,0,0,34549,18552,19334,18165,19322,19575,2836,1200,13000,1500,9000,1000,0
543742,Altha Fuell  ,50000,1,2,3,30,0,0,0,0,0,0,97538,49187,17518,17710,18079,18302,2454,1588,780,803,673,637,0
543743,Hans Lute  ,10000,1,2,2,46,0,0,2,2,2,0,4073,6394,6143,6908,6652,6785,2400,0,871,0,244,251,1
543744,Rosella Cowher  ,100000,2,3,1,50,2,0,0,3,3,2,53849,55030,61574,62470,61198,62524,2050,7500,2500,0,2500,2500,1
543745,Elva Sorrels  ,50000,1,1,2,26,-2,-2,-2,-2,-2,-2,2411,3059,2333,1800,1620,0,3068,2440,1807,2204,0,0,0
543746,Ronny Geno  ,60000,1,2,2,25,-1,-1,0,-1,-1,0,480,1675,3630,578,4825,6200,1675,2500,578,4825,2000,2435,0
543747,Lorette Wroblewski  ,440000,2,1,2,35,0,0,0,0,0,0,330759,337794,274075,252584,216547,179221,13100,11000,10000,9000,7100,5500,0
543748,Helen Muench  ,120000,1,2,1,44,0,0,0,0,0,0,92007,87939,82094,59105,53442,46775,5417,2847,2066,1919,2200,0,0
543749,Gina Goatley  ,50000,2,1,2,52,0,0,0,-2,-1,-1,3257,4166,0,0,318,0,1000,0,0,318,0,0,0
543750,Darren Boehm  ,110000,2,2,1,40,1,2,2,2,2,2,92638,90905,95768,97004,99005,101213,600,7300,3700,3700,4000,3800,0
543751,Jarrett Pelley  ,200000,2,1,2,38,-1,-1,-2,-2,-1,-1,399,0,0,0,218,270,0,0,0,218,270,317,0
543752,Luanne Demaria  ,150000,2,1,2,28,1,-2,-2,-2,-2,-1,0,0,0,0,0,318,0,0,0,0,318,0,0
543753,Roxane Tegeler  ,30000,2,2,1,36,2,3,2,2,0,0,28778,28039,28286,27533,28189,28805,0,1000,0,1100,1100,1500,1
543754,Demetrice Sweetland  ,100000,2,1,2,24,0,0,0,0,-1,-1,30092,30486,30178,29735,14718,29427,1553,5000,87,14761,29514,330,0
543755,Hilda Bodden  ,360000,2,1,1,34,-1,0,0,-1,0,-1,12339,10138,23912,9785,166,2142,10000,13912,9785,0,2142,4230,0
543756,Terry Portillo  ,390000,2,1,2,31,0,0,0,0,0,0,50620,43220,44237,46495,47751,51941,5000,3000,3000,2000,5000,5000,0
543757,Yvone Litherland  ,220000,2,1,1,41,1,-2,-2,-2,-2,-2,-65,-65,-65,-65,-65,-200,0,0,0,0,0,0,1
543758,Kathlyn Deyoe  ,160000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
543759,Yasmin Neuner  ,230000,2,1,2,28,-1,-1,0,0,0,0,2403,7357,9752,12608,10797,20539,7357,2566,3000,1000,10000,2000,0
543760,Karma Bevan  ,120000,1,1,2,27,0,0,0,0,0,0,52437,50473,45087,35424,31760,31214,5024,5000,5000,4000,5000,3500,0
543761,Sanora Cowger  ,100000,1,3,1,52,0,0,2,2,2,0,4657,6068,6418,6781,6144,7638,1500,1000,1000,0,2000,2000,1
543762,Jim Holsey  ,190000,2,1,2,41,-1,-1,-1,-1,-1,-1,28204,0,16500,0,26854,554,0,16500,0,26854,500,0,1
543763,Tyron Enlow  ,50000,1,1,1,56,0,0,0,0,0,0,50715,51073,28185,28842,30399,29977,2500,1500,1100,2000,1500,1017,1
543764,Lenna Brand  ,240000,2,1,1,42,1,-1,-1,-2,-2,-2,0,6370,0,0,0,0,6370,0,0,0,0,0,0
543765,Lasandra Likes  ,40000,2,2,2,24,-2,-2,-2,-2,-2,-2,35285,36714,37356,38184,38724,37255,2000,1600,1401,1607,1800,1751,0
543766,Hassan Bost  ,630000,2,2,1,47,0,0,0,-1,-1,-2,37850,68187,1207,2632,8654,0,38187,1207,2632,8654,0,4981,0
543767,Humberto Brown  ,160000,2,1,1,33,-2,-2,-2,-2,-2,-2,5233,5393,1824,350,150,199,5401,1829,350,150,199,1145,0
543768,Fransisca Rockhill  ,110000,2,2,2,32,0,0,2,2,2,2,65299,74565,78516,79829,81603,83206,11000,5800,3200,3200,3100,3000,0
